product_id,category,sub_category,product_name,price,original_price,discount,reviews_count,brand,images,stock,f_assured,seller,seller_rating,return_policy,description,specifications,avg_rating
2381,shoes,Escarpins,Creux élégants chunky talon dos pompes,2075.64,4837.77,57,180,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DE/25/29acffb2-9a92-4919-8036-f1b429ede37b.jpeg,"Hurry, Only 5 left!",0,"Carlson, Patel and Fowler",3.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.74
2382,shoes,Escarpins,Veines Talon épais Backless Pumps ,2037.42,4867.17,58,199,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/00/CB/f1e2406c-95a6-408e-beab-eb3a80a859bb.JPG,"Hurry, Only 2 left!",1,Hess-Charles,2.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.27
2383,shoes,Escarpins,Escarpins à gros talons et boucles rondes,2351.26,4850.26,52,31,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D4/25/64b1f3a3-ae51-4dfb-abd9-77ae4583cea6.JPG,"Hurry, Only 5 left!",1,Ortega LLC,1.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.06
2384,shoes,Escarpins,LOSTISY Escarpins occasionnels sans dossier en daim,2278.5,5436.8,58,220,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/67/4A/d98e98c8-b19a-475f-9ce9-bfb3d2637fae.JPG,"Hurry, Only 1 left!",0,"Carroll, Moreno and Miller",5.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.39
2385,shoes,Escarpins,Boucles creuses à bride arrière,3641.19,5840.31,38,167,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8D/68/da7aee83-6ce3-48fd-bc95-03fa44fa1d66.jpg,"Hurry, Only 3 left!",0,Thomas Inc,3.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.55
2386,shoes,Escarpins,Fleurs Bout Fermé Boucle Sangle Talons Chunky,2351.26,4850.26,52,72,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EE/2D/2825d8c5-4ba3-4498-862f-6fd49979d39a.JPG,"Hurry, Only 5 left!",1,Gross-Hensley,3.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.9
2387,shoes,Mocassins,Chaussures décontractées en cuir pour hommes,3188.43,8818.53,64,1511, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/47/D5/4b4406f4-ef3c-45b6-a986-cc3bbe4a5533.jpg,"Hurry, Only 4 left!",0,Daugherty-Hughes,0.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.98
2388,shoes,Mocassins,Chaussures en cuir à couture à la main,4749.57,9700.53,51,3216, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/9C/54/fbeeccbd-466f-4971-a7fc-3fdf3772564b.jpg,"Hurry, Only 6 left!",1,"Gonzales, Wilson and Ward",2.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.6
2389,shoes,Mocassins,Menico Chaussures en cuir de conduite pour hommes cousues à la main,3439.06,7987.24,57,203, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/24/8e498f40-7f3f-46c9-aef2-8ae4b5f001d9.jpg,"Hurry, Only 6 left!",1,Paul-Hampton,1.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.04
2390,shoes,Mocassins,Menico Chaussures décontractées en cuir pour hommes,3303.09,6908.26,52,299, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/F2/DE/2560dac2-72a3-4db5-9172-61c8a973a98a.jpg,"Hurry, Only 1 left!",0,Schaefer-Miller,3.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.98
2391,shoes,Mocassins,Chaussures décontractées en cuir pour hommes,3188.43,8818.53,64,1511, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/47/D5/4b4406f4-ef3c-45b6-a986-cc3bbe4a5533.jpg,"Hurry, Only 4 left!",1,"King, Jensen and Patterson",1.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.03
2392,shoes,Mocassins,Chaussures en cuir à couture à la main,4749.57,9700.53,51,3216, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/9C/54/fbeeccbd-466f-4971-a7fc-3fdf3772564b.jpg,"Hurry, Only 6 left!",1,Jenkins-Thomas,2.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.6
2393,shoes,Mocassins,Menico Chaussures en cuir de conduite pour hommes cousues à la main,3439.06,7987.24,57,203, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/24/8e498f40-7f3f-46c9-aef2-8ae4b5f001d9.jpg,"Hurry, Only 6 left!",1,Burke and Sons,1.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.56
2394,shoes,Mocassins,Menico Chaussures décontractées en cuir pour hommes,3303.09,6908.26,52,299, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/F2/DE/2560dac2-72a3-4db5-9172-61c8a973a98a.jpg,"Hurry, Only 5 left!",1,"Robinson, Valencia and Ramsey",0.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.0
2395,shoes,Mocassins,Menico Chaussures en cuir décontractées antidérapantes pour hommes ,4436.46,7793.2,43,55, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DA/44/96ba1600-d480-41ea-9dd7-e70e2865e441.jpg,"Hurry, Only 1 left!",1,Miller Ltd,0.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.6
2396,shoes,Mocassins,Menico Hommes antidérapants Soft Chaussures en cuir décontractées,3097.29,6194.58,50,7, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/45/2E/3e56b86d-9bec-4d76-bc10-183d9015f7a9.jpg,"Hurry, Only 3 left!",1,Allen-Woods,0.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.33
2397,shoes,Plateforme,Pantoufles à enfiler roses,1704.46,4252.71,60,6,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/57/F6/1ff1eed8-2ee2-4b11-b377-2f2fd5cae68b.jpg,"Hurry, Only 4 left!",1,Weber LLC,5.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.39
2398,shoes,Plateforme,Pantoufles Silde à plateforme fleurie,1704.46,4188.03,59,1,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4E/D3/63561f8f-86b0-47b3-8f8c-52804d20cb2f.jpg,"Hurry, Only 3 left!",1,Garza-Anderson,3.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.57
2399,shoes,Plateforme,Pantoufles à pampilles en lin,1645.66,4188.03,61,2,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/06/57/9a653c33-8ce7-4a85-ba90-9849c43c06a9.jpg,"Hurry, Only 2 left!",0,Schultz Inc,4.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.37
2400,shoes,Plateforme,Chausson de plage Slide Platform,1704.46,4176.27,59,2,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CE/81/f34fc3b7-7e45-451e-a06f-f1e047697d69.jpg,"Hurry, Only 5 left!",1,Frazier-Smith,2.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.42
2401,shoes,Plateforme,Chaussons décoratifs bleus,1645.66,4041.77,59,1,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/12/7333c218-a752-47bc-ac0f-ae82c9e9fbcc.jpg,"Hurry, Only 7 left!",1,Waller PLC,1.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.12
2402,shoes,Plateforme,Compensées décontractées à bride arrière,1910.26,3747.77,49,12,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BC/76/a3c386bc-545c-4132-9225-a72131561bcd.jpg,"Hurry, Only 4 left!",1,Thompson-Flowers,1.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.08
2403,shoes,Plateforme,Sabots compensés fleuris,2057.26,4018.98,49,6,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/50/6A/ab60e283-d8ea-4504-b56c-1acfa16e8a8d.jpeg,"Hurry, Only 1 left!",1,Marshall-Bell,2.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.47
2404,shoes,Plateforme,Cales de couture à la main,2057.26,3941.07,48,6,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0E/0F/5bfed1e8-b4f3-4791-b0d7-f48b33c62cd1.jpg,"Hurry, Only 3 left!",1,"Parsons, Becker and Ruiz",0.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.73
2405,shoes,Plateforme,Sandales compensées élastiques Bande,2204.26,4333.56,49,13,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1F/EB/09233fdd-c00b-4c96-8be1-b346d72770fc.jpg,"Hurry, Only 5 left!",1,"Schmidt, Obrien and Torres",3.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.89
2406,shoes,Plateforme,Sandales compensées décontractées,2130.76,4188.03,49,3,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/AF/2ca7f10f-4e58-4353-b096-b23a062c47f7.jpg,"Hurry, Only 1 left!",1,Gregory-Johnson,2.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.04
2407,shoes,Sandales,Menico Sandales antidérapantes cousues à la main pour hommes ,3605.91,7211.82,50,11, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DB/38/ebc148f3-861a-4240-9ad7-d28960606b12.JPG,"Hurry, Only 1 left!",1,"Williams, Perry and Jones",3.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.86
2408,shoes,Sandales,Sandales en cuir Stithcing en cuir de grande taille,4018.25,8725.92,54,38, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B1/24/0f92a142-0a24-45d9-8587-1f908ff79ebf.JPG,"Hurry, Only 3 left!",1,Perry-Wilcox,3.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.03
2409,shoes,Sandales,Menico Sandales décontractées antidérapantes en cuir rétro pour hommes,3762.46,7789.53,52,19, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/20/C0/0c7e414f-dc7b-4016-956d-2549f7c5c6f6.jpeg,"Hurry, Only 3 left!",0,Cruz LLC,1.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.79
2410,shoes,Sandales,Menico Sandales de plage décontractées en cuir microfibre pour hommes,1623.62,5153.08,69,2, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B1/29/af71449b-a51b-4f89-b2fc-61138d611a03.jpg,"Hurry, Only 4 left!",1,"Miller, Deleon and Vang",4.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.13
2411,shoes,Sandales,Menico Sandales décontractées antidérapantes en cuir de vache pour homme ,3946.21,10288.53,62,36, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5A/48/3c3c0eb5-ddd4-4867-b92d-af0ca2703b7b.jpg,"Hurry, Only 7 left!",0,Gordon-Miller,3.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.62
2412,shoes,Sandales,Menico Sandales trou de couture pour hommes de grande taille,2895.16,7095.69,59,180, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/84/a07b7948-b02f-40d0-b145-d28d6745f3b3.jpg,"Hurry, Only 5 left!",1,Walters LLC,4.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.67
2413,shoes,Sandales,Menico Sandales en cuir décontractées antidérapantes pour hommes,2318.93,5153.08,55,3, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/62/1805ba8a-593c-4318-830b-60b255c980c3.jpg,"Hurry, Only 6 left!",1,Simpson PLC,3.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.84
2414,shoes,Sandales,Menico Sandales décontractées antidérapantes pour hommes,3486.1,9186.03,62,30, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E7/E2/bcf3b9d6-d3d7-4089-aa83-60ffc7141d99.jpeg,"Hurry, Only 3 left!",0,Gonzalez-Murphy,2.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.58
2415,shoes,Sandales,Sandales en cuir à bout en caoutchouc pour hommes,3012.77,6725.25,55,62, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/ED/04/c5224b14-cafa-4954-906c-90271c77cee0.jpg,"Hurry, Only 2 left!",1,Booth-Lee,4.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.39
2416,shoes,Sandales,Sandales faites à la main en cuir à coutures à bout fermé pour homme,3730.12,7636.65,51,4368, Menico,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/9A/3262a2a6-5151-4730-a9fb-36d6f3a9092d.jpg,"Hurry, Only 1 left!",0,Simmons Group,2.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.97
2417,shoes,Sandales & Mules,Évider sandales compensées en cuir,2530.6,5713.16,56,186, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/78/E3/ce309968-748d-4f93-ad21-cbf437229d46.jpg,"Hurry, Only 2 left!",0,"Johnston, Phillips and Castro",2.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.48
2418,shoes,Sandales & Mules,Sandales compensées à boucle évidée,2254.25,5453.7,59,7784,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/DF/e9c790b1-a0a5-462b-bb1c-674d8f85e728.jpg,"Hurry, Only 5 left!",1,Huff and Sons,3.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.77
2419,shoes,Sandales & Mules,Sandales à bride arrière en forme de T,1734.6,3527.27,51,144,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/91/FD/0278e66b-e451-4c11-9fcf-d7d09ad6171c.JPG,"Hurry, Only 7 left!",1,"Beard, Ferrell and Stewart",5.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.28
2420,shoes,Sandales & Mules,Sandales élastiques Bande Comfort,2327.01,3812.44,39,829,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BE/9C/afecb741-afd8-42f4-b359-808f9044d847.jpg,"Hurry, Only 2 left!",0,Blake PLC,4.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.49
2421,shoes,Sandales & Mules,Sandales décontractées brodées de fleurs,1661.84,3991.05,58,339,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A7/2D/7203043e-0ff7-49c0-8532-9003d2cebd48.jpg,"Hurry, Only 4 left!",1,"Martinez, Rhodes and Humphrey",3.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.03
2422,shoes,Sandales & Mules,Sandales compensées à boucle évidée,2254.25,5453.7,59,7784,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/DF/e9c790b1-a0a5-462b-bb1c-674d8f85e728.jpg,"Hurry, Only 2 left!",1,Stewart Group,2.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.58
2423,shoes,Sandales & Mules,Sandales à bride arrière en forme de T,1734.6,3527.27,51,144,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/91/FD/0278e66b-e451-4c11-9fcf-d7d09ad6171c.JPG,"Hurry, Only 5 left!",0,"Walter, Gonzalez and Hayes",4.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.19
2424,shoes,Sandales & Mules,Sandales élastiques Bande Comfort,2327.01,3812.44,39,829,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BE/9C/afecb741-afd8-42f4-b359-808f9044d847.jpg,"Hurry, Only 3 left!",0,"Collier, Thomas and Diaz",4.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",4.79
2425,shoes,Sandales & Mules,Sandales décontractées brodées de fleurs,1661.84,3991.05,58,339,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A7/2D/7203043e-0ff7-49c0-8532-9003d2cebd48.jpg,"Hurry, Only 3 left!",0,Mullins LLC,5.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.13
2426,shoes,Sandales & Mules,Espadrilles creuses à bout clip,1807.36,3674.27,51,37,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0B/39/064a9d5a-1564-4df9-879c-d2429accd657.JPG,"Hurry, Only 6 left!",1,Lee-Thomas,0.5,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",0.15
2427,shoes,Slipper,Pantoufles plates creuses respirantes à bout clip,1910.26,3821.27,50,2,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D4/17/5cb98579-4749-4083-b291-7c692ea9ac21.jpg,"Hurry, Only 6 left!",1,"Navarro, Hawkins and Rivera",4.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.94
2428,shoes,Sneakers & Baskets,Chaussures à plateforme à semelle creuse perméables à l'air,4568.02,7395.57,38,500,LANMARH,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F9/18/b9d663d7-b190-4b37-9a68-cecad6a8edeb.jpg,"Hurry, Only 3 left!",0,Barrett LLC,5.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.17
2429,shoes,Sneakers & Baskets,LOSTISY Outdoor Mesh Respirant Marche Crochet Loop Chaussures,734.26,2277.76,68,263,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/51/5F/6552bebe-d6e1-4274-933f-84c7acf198bf.jpg,"Hurry, Only 5 left!",1,Brown Group,2.0,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.03
2430,shoes,Sneakers & Baskets,LOSTISY Baskets de marche confortables respirantes en maille de grande taille,1116.46,3086.27,64,303,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FF/51/aec2447f-60ca-4568-a2dd-11e1d5b7ce09.jpg,"Hurry, Only 3 left!",1,Perez Ltd,4.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",3.48
2431,shoes,Sneakers & Baskets,LOSTISY - Grandes espadrilles confortables en mesh respirant pour l'extérieur,734.26,3835.96,81,175,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/07/9e2ca2e7-4cb2-44c5-a0f9-73e88d632a8a.jpg,"Hurry, Only 5 left!",1,Edwards-Terrell,1.5,7 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",2.95
2432,shoes,Sneakers & Baskets,Baskets en maille sans dos à plateforme,1234.06,4409.27,72,325,Lostisy,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/6D/60/6cbbd53a-a376-475b-aebb-84335760e931.JPG,"Hurry, Only 5 left!",1,"Campbell, Brown and Hull",2.0,10 Days Replacement Policy,"Step out in style with our collection of fashionable footwear. From comfortable sneakers to elegant heels, find the perfect pair to complete your look.","Footwear options including sneakers, boots, sandals, and more. Durable materials, various sizes, and stylish designs for all tastes.",1.55
